"account_id","amount"
"6bbd287258463b4931672af5ab51511564460398348ddb742a2124dd04d8cc7b","0"
"d268aa219bf3f02591ff12c77036e071138c9924eab63f922391b87c0b8f0834","1000000000000000000000000"
"c29c1647b762e640bbdd53b2ee95b013c9a8bc501a434b40ac488d9e7bf45c96","1000000000000000000000"
"9650076ceda1b970caf25860e634c9bda3e5bf9a743e3c8801332f86650b0878","1000000000000000000000"
"a339990dc0e8b14d610f2813436e27afbdcd9b2a4cae8d36491ffa809c560c79","1010000000000000000000"
"2d6395167cce75485ee38f5f2b3836ca5d3049d39f9c868569dab3aaa6b02cb3","0"
"ca30d39505cfeba9c9c4bb78d1fd3a94ef51a5175e137bf08ad91202b2d39247","0"
"muyivva.near","10000000000000000000000"
"godog.near","1000000000000000000000000"
"99a5113b4f6b2d5f7b3f026608a5e118c756132364003f6a34ca4a02b4392997","100000000000000000000000"
"eb028dbc58c2da1e8b68c6c8f5a08feafab7404fdd89ba3ddeba7aaf77ae3e6a","114030000000000000000000"
"medrich4567.near","0"
"johnson54.near","20000000000000000000"
"bd659d9b69f558541cf65b291afcfb0d36fee5a1a12b6c743686791acf1d5c43","200000000000000000000000"
"de723054813cb6dc144f22aacd7448555098848e973a8b1bed6ed7155d903ad9","100000000000000000000000"
"ened.near","65170000000000000000000"
"dc64778a30c2ca28de9151d89d8f728ad3537547ef1a7bb81d7b18aeae74f472","95610000000000000000000"
"8131ecf575c6065142d6dc8f544edaf541f2a9f8dd026afa76ddcc30c5fd94a8","100000000000000000000000"
"34daf4aee7b2c5ec778f7fdcba598159fb6c75700898d9ec8faca5232960998e","84870000000000000000000"
"skilets.near","100000000000000000000000"
"3a4af7942619bbae2123e8712d90208c2276017243309494c2a52b9a268148ab","1000000000000000000000000"
"kylami.near","429300425423887199999999"
"goobembe.near","0"
"166770f3fad99abe9ef0b0daab3aa96d49d349ea975eb79781f73310942336cf","10000000000000000000000"
"binary0001.near","0"
"tza.near","0"
"kanyloa.near","16724137362683960299999999"
"0ef119ac3c4f35a2d6e4a2c52346e7a41b001d871b4d926ea488ebe00b5033ba","0"
"2989b675b4a416ed4e402bbb5624c72cfd31b5111581ffe6148b5c4397e28836","0"
"sakib_1.near","8410000000000000000000"
"kadumessina.near","145200000000000000000000"
"fede14c92465398971e84cb78575d1e69eaa6d47a27fdd880bf1b5bbbfc86b7b","100000000000000000000"
"742666cec0d87f48db2ccc12a7461aaa365bfc8ecd7293e80aef9541b90c54a9","2264400000000000000000000"
"ddshlms.near","1000000000000000000000000"
"tanker.near","700000000000000000000000"
"3cd8773e8a406f54c0d27638fbb03358726e622eab501141eef78c6cff7fb575","100000000000000000000000"
"9f53ef33c2da674316b00c896c6f221d1fbac63831fa69eb88e05db27ee965ed","1000000000000000000000"
"duyhuong1728.near","100000000000000000000000"
"29aa1b9224fc46caaa7fc64511a64fad6a60773511e9572b37fe220ffca384a0","20000000000000000000"
"d543951dcf69ea6616745bdd93372dceccc4a1b5ce02001b62200d4a8dc1c1cb","0"
"manoel27batista.near","18000000000000000000000000"
"7a74f30d5a14bab4eb2870eb53b312bb32329a66a6042c5accbdd3e25749cd43","20000000000000000000000000"
"bekturgan2020.near","4200000000000000000000000"
"5339dd19dc8dcc7680733d529a9a7ac5bacd181a60cfaddf130bbc283c82b0fe","100000000000000000000000"
"0a57db6df88585835a4d5e07ce44ffd09c99763fc34ef81f333a7301c77ae6fd","6998180000000000000000000"
"bbladgen.near","0"
